	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
F2S4_160419_008_H01	Meis2 Adamts19	2.322743	2.037295	87.7107368314101	4.828	7.927
F2S4_160415_011_B01	Meis2 Adamts19	2.042146	1.419685	69.51927041455411	5.535	9.044
F2S4_160405_030_H01	Meis2 Adamts19	2.451259	1.82876	74.60492750868023	6.491	10.698
F2S4_160404_050_H01	Meis2 Adamts19	2.61218	1.910235	73.12800036750913	7.196	12.333
F2S4_160404_026_E01	Meis2 Adamts19	2.541718	1.899608	74.73716596412348	8.46	15.56
F2S4_160330_029_E01	Meis2 Adamts19	2.675225	2.05775	76.91876384229363	8.257	15.467
F2S4_160329_022_C01	Meis2 Adamts19	2.408661	1.567237	65.06673209721086	8.015	13.881
F2S4_160114_009_F01	Meis2 Adamts19	2.456847	1.491182	60.69494763003151	8.254	14.43
F2S4_170411_009_B01	Low Quality VISp L6 CT Ptprt_2	1.958774	1.547473	79.00212071428354	4.962	7.293
F2S4_170411_001_A01	Low Quality VISp L6 CT Ptprt_2	2.727052	2.018501	74.0176938320208	7.122	11.751
F2S4_170203_003_H01	Low Quality VISp L6 CT Ptprt_2	2.438768	1.946737	79.82460816281008	6.222	10.54
F2S4_170203_003_D01	Low Quality VISp L6 CT Ptprt_2	2.557499	2.046927	80.03627762904307	6.869	12.017
F2S4_170203_002_A01	Low Quality VISp L6 CT Ptprt_2	2.355533	1.763899	74.88322175915177	8.817	15.131
F2S4_170203_001_F01	Low Quality VISp L6 CT Ptprt_2	2.487058	2.047593	82.32992555863193	8.172	14.065
F2S4_170202_003_H01	Low Quality VISp L6 CT Ptprt_2	2.211189	1.867743	84.4678134704903	4.875	7.706
F2S4_170202_002_E01	Low Quality VISp L6 CT Ptprt_2	2.489579	2.093349	84.08445765328194	4.211	6.284
F2S4_170202_001_B01	Low Quality VISp L6 CT Ptprt_2	2.513807	1.924538	76.55870160278812	8.757	14.697
F2S4_170201_017_H01	Low Quality VISp L6 CT Ptprt_2	4.57489	3.415971	74.66782807892649	4.43	6.285
F2S4_170201_016_C01	Low Quality VISp L6 CT Ptprt_2	1.505325	0.954212	63.389102021158216	3.268	4.3
F2S4_170201_016_B01	Low Quality VISp L6 CT Ptprt_2	2.377448	1.806394	75.98037896096992	3.944	6.069
F2S4_170201_015_H01	Low Quality VISp L6 CT Ptprt_2	2.537364	1.715662	67.6159195133217	9.144	15.752
F2S4_170201_011_H01	Low Quality VISp L6 CT Ptprt_2	2.430372	1.949106	80.19784625563493	4.697	7.257
F2S4_170201_011_F01	Low Quality VISp L6 CT Ptprt_2	2.31907	1.70836	73.66573669617563	6.861	10.924
F2S4_170201_011_C01	Low Quality VISp L6 CT Ptprt_2	1.552972	1.210895	77.9727516014455	3.47	5.142
F2S4_170201_011_B01	Low Quality VISp L6 CT Ptprt_2	1.88947	1.567586	82.96432332876414	4.529	6.938
F2S4_170201_009_B01	Low Quality VISp L6 CT Ptprt_2	2.191164	1.565556	71.44859992223311	3.324	4.445
F2S4_170201_008_A01	Low Quality VISp L6 CT Ptprt_2	2.107272	1.682968	79.86477303357137	3.676	5.594
F2S4_170201_007_B01	Low Quality VISp L6 CT Ptprt_2	2.99947	2.186779	72.90551330735097	3.84	5.804
F2S4_170201_005_C01	Low Quality VISp L6 CT Ptprt_2	2.283852	1.768286	77.42559500352912	4.842	7.275
F2S4_170201_003_D01	Low Quality VISp L6 CT Ptprt_2	2.494725	1.918572	76.90514986621773	8.508	14.13
F2S4_170201_002_F01	Low Quality VISp L6 CT Ptprt_2	1.62068	1.219451	75.24316953377595	3.457	4.679
F2S4_170201_002_C01	Low Quality VISp L6 CT Ptprt_2	2.647663	2.01996	76.29218673222385	4.234	6.305
F2S4_170201_002_B01	Low Quality VISp L6 CT Ptprt_2	2.049263	1.638346	79.94805937549256	3.923	5.968
F2S4_170201_001_F01	Low Quality VISp L6 CT Ptprt_2	2.141719	1.638735	76.51493963493809	4.432	6.869
F2S4_170201_001_B01	Low Quality VISp L6 CT Ptprt_2	2.366989	1.805091	76.26106416210638	5.273	8.217
F2S4_170130_009_C01	Low Quality VISp L6 CT Ptprt_2	1.381144	0.926181	67.05897429956616	2.703	3.978
F2S4_170105_007_E01	Low Quality VISp L6 CT Ptprt_2	2.545754	2.185863	85.8630881067063	5.71	8.897
F2S4_170105_006_D01	Low Quality VISp L6 CT Ptprt_2	3.026282	2.121394	70.09901919252734	5.984	8.891
F2S4_161222_001_A01	Low Quality VISp L6 CT Ptprt_2	2.445016	1.761694	72.05245282648458	7.403	11.843
F2S4_161219_001_E01	Low Quality VISp L6 CT Ptprt_2	2.438274	1.861998	76.36541258283525	7.938	12.775
F2S4_161215_002_H01	Low Quality VISp L6 CT Ptprt_2	2.677341	2.033662	75.95827352586016	5.458	8.227
F2S4_161212_001_E01	Low Quality VISp L6 CT Ptprt_2	2.983053	2.338299	78.38610309639152	7.196	11.822
F2S4_171215_001_F01	Low Quality VISp L6 CT Ptprt_1	1.408401	1.065185	75.63080401107355	5.564	9.043
F2S4_170404_002_C01	Low Quality VISp L6 CT Ptprt_1	3.486947	2.671397	76.61134511078029	9.121	15.766
F2S4_170320_004_G01	Low Quality VISp L6 CT Ptprt_1	0.957071	0.8099	84.62277093339992	2.737	3.801
F2S4_170209_006_C01	Low Quality VISp L6 CT Ptprt_1	1.529145	1.223676	80.0235425679056	5.585	7.838
F2S4_170201_013_G01	Low Quality VISp L6 CT Ptprt_1	1.66095	1.123781	67.65893013034709	2.995	3.901
F2S4_170201_013_D01	Low Quality VISp L6 CT Ptprt_1	2.18757	1.736212	79.36715167971768	4.598	7.283
F2S4_170201_012_H01	Low Quality VISp L6 CT Ptprt_1	2.418867	1.682453	69.55541582071275	6.339	10.1
F2S4_170130_002_F01	Low Quality VISp L6 CT Ptprt_1	1.737278	1.357498	78.13936514478397	3.744	5.638
F2S4_160815_001_A01	Low Quality VISp L6 CT Ptprt_1	2.701976	1.49192	55.215886447548016	7.792	12.602
F2S4_160405_015_D01	Low Quality VISp L6 CT Ptprt_1	2.588062	1.969338	76.0931538734389	8.83	16.121
F2S4_170202_003_F01	Low Quality VISp L5 PT Ctxn3 2	2.406302	1.864836	77.4980031600356	10.546	20.341
F2S4_170202_002_H01	Low Quality VISp L5 PT Ctxn3 2	2.579758	2.021509	78.3604121006699	10.374	20.098
F2S4_170202_002_B01	Low Quality VISp L5 PT Ctxn3 2	2.502706	1.875439	74.93644878783205	11.46	22.748
F2S4_170201_017_E01	Low Quality VISp L5 PT Ctxn3 2	2.322037	2.019476	86.97001813493928	10.001	20.795
F2S4_170201_012_D01	Low Quality VISp L5 PT Ctxn3 2	2.437322	1.942097	79.6815931583927	11.417	23.518
F2S4_170201_005_H01	Low Quality VISp L5 PT Ctxn3 2	2.317772	1.928558	83.20740780370114	11.014	22.848
F2S4_170201_003_F01	Low Quality VISp L5 PT Ctxn3 2	2.504099	1.881766	75.1474282765977	10.806	21.567
F2S4_170130_010_F01	Low Quality VISp L5 PT Ctxn3 2	1.702193	1.516879	89.11322041625127	9.479	18.674
F2S4_170411_004_H01	Low Quality VISp L5 PT Ctxn3 1	2.35866	1.931846	81.90438638888182	9.889	18.458
F2S4_170411_003_H01	Low Quality VISp L5 PT Ctxn3 1	2.414064	2.036445	84.35753981667429	9.762	18.613
F2S4_170411_001_H01	Low Quality VISp L5 PT Ctxn3 1	2.360421	1.880487	79.66744068113273	10.124	19.103
F2S4_170203_015_E01	Low Quality VISp L5 PT Ctxn3 1	2.539998	1.867262	73.51430985378728	10.395	19.256
F2S4_170203_002_H01	Low Quality VISp L5 PT Ctxn3 1	2.321059	1.843725	79.43464599564251	10.501	20.535
F2S4_170203_002_D01	Low Quality VISp L5 PT Ctxn3 1	2.317206	1.503314	64.87614825785882	7.5	11.56
F2S4_170202_003_G01	Low Quality VISp L5 PT Ctxn3 1	2.424861	1.754745	72.36476647527425	10.167	17.936
F2S4_170202_002_A01	Low Quality VISp L5 PT Ctxn3 1	2.446987	1.750272	71.52763786648642	9.053	15.746
F2S4_170202_001_C01	Low Quality VISp L5 PT Ctxn3 1	2.222092	1.691604	76.12664102116385	8.565	14.455
F2S4_170201_010_C01	Low Quality VISp L5 PT Ctxn3 1	2.502419	1.780071	71.13401073121646	10.177	18.765
F2S4_170201_010_B01	Low Quality VISp L5 PT Ctxn3 1	2.559541	1.752912	68.48540421895957	10.681	19.537
F2S4_170201_007_A01	Low Quality VISp L5 PT Ctxn3 1	2.437893	1.737914	71.28754215217813	10.172	18.066
F2S4_170201_006_G01	Low Quality VISp L5 PT Ctxn3 1	2.346446	1.803707	76.86974258090747	9.814	17.581
F2S4_170201_002_G01	Low Quality VISp L5 PT Ctxn3 1	2.686334	2.025735	75.40890298823601	8.607	14.968
F2S4_170130_011_A01	Low Quality VISp L5 PT Ctxn3 1	2.393813	1.745628	72.92248809744119	9.482	16.7
F2S4_170130_006_D01	Low Quality VISp L5 PT Ctxn3 1	2.660956	2.046663	76.91457506249634	11.108	23.011
F2S4_170130_002_A01	Low Quality VISp L5 PT Ctxn3 1	1.705273	1.417014	83.0960204025983	8.895	16.798
F2S4_161215_001_F01	Low Quality VISp L5 PT Ctxn3 1	2.938663	2.429758	82.68243075167176	10.826	19.93
F2S4_161212_001_D01	Low Quality VISp L5 PT Ctxn3 1	3.082686	2.504845	81.25527543187987	9.31	16.525
F2S4_161011_005_E01	Low Quality Sst Chodl	2.451874	2.02327	82.51933011239566	10.394	20.353
F2S4_161011_002_E01	Low Quality Sst Chodl	2.434124	1.964262	80.69687493324086	11.609	24.164
F2S4_160613_024_G01	Low Quality Sst Chodl	2.445932	2.03187	83.07140182147337	9.241	17.266
F2S4_160526_014_B01	Low Quality Sst Chodl	3.881083	3.491802	89.96978420714012	10.639	22.188
F2S4_160420_015_C01	Low Quality Sst Chodl	2.673109	2.079709	77.80112969579616	9.364	17.24
F2S4_160202_015_A01	Low Quality Sst Chodl	2.114079	1.195476	56.54831252758294	8.909	15.656
F2S4_170707_003_G01	Low Quality Meis2 Adamts19	1.639457	0.969069	59.10914406416271	3.919	5.138
F2S4_160916_001_B01	Low Quality Meis2 Adamts19	0.159656	0.032649	20.449591621987274	4.293	5.222
F2S4_160725_003_B01	Low Quality Meis2 Adamts19	2.284472	0.670626	29.35584240034459	6.859	9.557
F2S4_160405_029_F01	Low Quality Meis2 Adamts19	0.454689	0.301843	66.38449577623385	2.691	3.349
F2S4_170526_014_B01	Low Quality L4 Rspo1	2.063699	1.030145	49.91740559064088	11.466	20.312
F2S4_170116_007_F01	Low Quality L4 Rspo1	2.718841	0.827489	30.435358301570414	10.617	17.84
F2S4_170116_004_C01	Low Quality L4 Rspo1	2.38766	0.986619	41.321586825594935	9.061	15.008
F2S4_161117_002_E01	Low Quality L4 Rspo1	2.030506	0.947163	46.646648667868995	9.524	15.66
F2S4_161117_001_C01	Low Quality L4 Rspo1	2.053585	0.549201	26.74352412975358	11.031	20.213
F2S4_161018_002_E01	Low Quality L4 Rspo1	2.357183	0.672617	28.53478071070426	10.732	18.352
F2S4_161007_005_F01	Low Quality L4 Rspo1	2.211861	0.818902	37.023212579814015	11.126	18.821
F2S4_161007_004_C01	Low Quality L4 Rspo1	1.792298	0.640307	35.72547645536624	10.963	18.956
F2S4_160929_003_D01	Low Quality L4 Rspo1	2.870405	0.962308	33.525164567369416	11.995	22.221
F2S4_160906_005_A01	Low Quality L4 Rspo1	2.703726	0.650345	24.053657804082214	11.551	20.877
F2S4_160808_015_B01	Low Quality L4 Rspo1	2.207617	0.606042	27.452316230578038	11.089	19.975
F2S4_160719_010_C01	Low Quality L4 Rspo1	2.731851	0.863961	31.62548030620997	10.436	17.086
F2S4_160701_038_F01	Low Quality L4 Rspo1	3.005953	0.970933	32.30033869458372	11.201	19.882
F2S4_160701_037_G01	Low Quality L4 Rspo1	2.619203	0.743253	28.377067375075548	9.992	16.954
F2S4_160701_036_A01	Low Quality L4 Rspo1	2.872776	0.715242	24.897242249308686	9.014	14.848
F2S4_160701_032_F01	Low Quality L4 Rspo1	2.301503	0.669556	29.092119367213513	9.015	14.808
F2S4_160701_014_H01	Low Quality L4 Rspo1	1.886191	0.657114	34.838147356232746	9.629	15.272
F2S4_160623_043_G01	Low Quality L4 Rspo1	1.976967	0.484445	24.504455562485365	9.874	17.135
F2S4_160623_036_G01	Low Quality L4 Rspo1	2.923608	0.877625	30.01855925965451	12.075	21.58
F2S4_160623_036_D01	Low Quality L4 Rspo1	2.710817	0.748493	27.611343738806415	10.22	18.035
F2S4_160622_022_C01	Low Quality L4 Rspo1	2.198633	0.938254	42.67442542707219	8.313	13.452
F2S4_160616_001_B01	Low Quality L4 Rspo1	3.081652	0.903466	29.31758680084578	11.706	21.356
F2S4_160610_003_H01	Low Quality L4 Rspo1	2.602443	0.792673	30.458803516541956	11.339	18.996
F2S4_160516_028_G01	Low Quality L4 Rspo1	3.064463	0.922845	30.114411562482562	9.84	16.048
F2S4_160426_023_D01	Low Quality L4 Rspo1	2.697874	0.79356	29.414272126867303	10.115	17.32
F2S4_160426_023_A01	Low Quality L4 Rspo1	1.188788	0.469208	39.469442827484805	9.641	16.356
F2S4_160426_022_D01	Low Quality L4 Rspo1	2.57048	0.720705	28.037759484609882	10.581	18.583
F2S4_160426_020_H01	Low Quality L4 Rspo1	1.901057	0.644515	33.902981341432685	9.854	16.887
F2S4_160328_012_E01	Low Quality L4 Rspo1	2.350703	0.612407	26.052078888740944	10.066	16.377
F2S4_160321_006_B01	Low Quality L4 Rspo1	1.710063	0.452038	26.433996876138476	8.19	12.472
F2S4_160317_014_A01	Low Quality L4 Rspo1	2.685158	0.871251	32.44691746258507	10.934	18.428
F2S4_160317_010_A01	Low Quality L4 Rspo1	1.423917	0.552513	38.80233187749005	8.881	13.495
F2S4_160129_023_D01	Low Quality L4 Rspo1	2.827479	0.788576	27.889720843196365	9.865	17.291
F2S4_160129_022_D01	Low Quality L4 Rspo1	2.458434	1.095616	44.565605584693344	9.349	15.328
F2S4_160128_010_G01	Low Quality L4 Rspo1	3.521249	1.226916	34.84320478330274	9.753	16.644
F2S4_160126_028_D01	Low Quality L4 Rspo1	2.338823	0.5713	24.42681639440009	9.468	14.983
F2S4_160120_009_H01	Low Quality L4 Rspo1	1.822763	0.455027	24.963585501790416	9.09	14.487
F2S4_171121_016_H01	Low Quality Astro Aqp4	1.478739	1.123659	75.98764893601914	3.447	5.306
F2S4_171121_014_A01	Low Quality Astro Aqp4	1.497875	1.294746	86.43885504464657	3.332	5.183
F2S4_171121_005_B01	Low Quality Astro Aqp4	0.845861	0.66417	78.51999323765962	5.362	8.331
F2S4_171120_019_E01	Low Quality Astro Aqp4	1.075748	0.794549	73.86014196633413	2.423	3.42
F2S4_171120_018_E01	Low Quality Astro Aqp4	0.699583	0.541329	77.378809948212	2.313	3.253
F2S4_171120_018_B01	Low Quality Astro Aqp4	0.686942	0.535728	77.9873701127606	2.439	3.634
F2S4_171120_014_G01	Low Quality Astro Aqp4	1.174869	0.978569	83.2917542296205	4.121	6.683
F2S4_171120_013_E01	Low Quality Astro Aqp4	0.858498	0.670276	78.07542941276509	2.628	3.788
F2S4_171120_009_A01	Low Quality Astro Aqp4	1.114487	0.864442	77.56411694349059	2.59	3.712
F2S4_171120_002_G01	Low Quality Astro Aqp4	1.276088	1.127999	88.39507933622133	3.685	6.17
F2S4_171006_013_B01	Low Quality Astro Aqp4	0.905712	0.712973	78.71961506527462	2.581	3.45
F2S4_170324_039_C01	Low Quality Astro Aqp4	2.917938	2.387963	81.8373454130965	3.504	4.799
F2S4_170324_036_C01	Low Quality Astro Aqp4	2.585403	2.322981	89.84986093077171	3.551	5.237
F2S4_170324_026_D01	Low Quality Astro Aqp4	2.749579	2.2854	83.11817918306767	3.537	4.788
F2S4_170324_025_H01	Low Quality Astro Aqp4	2.582882	1.999087	77.39753500159898	3.917	5.604
F2S4_170324_011_F01	Low Quality Astro Aqp4	2.487687	2.173698	87.37827548240593	3.164	4.282
F2S4_170323_017_A01	Low Quality Astro Aqp4	3.18141	2.838299	89.21512788354849	3.04	4.418
F2S4_170323_014_G01	Low Quality Astro Aqp4	2.68251	2.30621	85.97209330067734	4.124	5.84
F2S4_170323_011_H01	Low Quality Astro Aqp4	2.911092	2.541666	87.30971058283285	4.281	6.062
F2S4_170323_010_H01	Low Quality Astro Aqp4	2.632034	2.120467	80.5638149051266	3.197	4.199
F2S4_170323_002_H01	Low Quality Astro Aqp4	2.81407	2.258726	80.26545181889576	2.803	3.828
F2S4_170320_008_E01	Low Quality Astro Aqp4	2.130807	1.703738	79.95740580916056	4.718	7.129
F2S4_170320_003_F01	Low Quality Astro Aqp4	1.078655	0.93652	86.82294153366925	3.073	4.249
F2S4_170221_010_F01	Low Quality Astro Aqp4	2.929007	2.55164	87.11621378849556	5.036	7.676
F2S4_170221_009_D01	Low Quality Astro Aqp4	2.518813	2.085863	82.81134804370153	3.729	4.992
F2S4_170221_008_F01	Low Quality Astro Aqp4	2.301461	1.93787	84.20173098740321	4.62	6.626
F2S4_170209_007_E01	Low Quality Astro Aqp4	1.116557	0.88572	79.32599947875477	3.336	4.693
F2S4_170117_003_A01	Low Quality Astro Aqp4	1.564696	1.192312	76.20087224611044	2.472	3.361
F2S4_161114_004_H01	Low Quality Astro Aqp4	2.327135	2.00348	86.09212615512207	4.393	6.913
F2S4_160901_011_C01	Low Quality Astro Aqp4	2.328192	2.064378	88.66871804387267	4.212	6.894
F2S4_160708_006_A01	Low Quality Astro Aqp4	2.11512	1.75911	83.16833087484397	2.905	4.588
F2S4_160613_014_D01	Low Quality Astro Aqp4	2.261696	2.043146	90.33689762019299	3.384	5.481
F2S4_160613_010_G01	Low Quality Astro Aqp4	2.532222	2.225553	87.88933197800193	3.368	5.251
F2S4_160526_007_A01	Low Quality Astro Aqp4	0.812591	0.609783	75.04181070181679	2.594	3.827
F2S4_160523_004_B01	Low Quality Astro Aqp4	1.848716	1.32882	71.87799532215872	2.067	2.906
F2S4_160428_011_E01	Low Quality Astro Aqp4	2.312819	1.834575	79.32203082039709	3.633	5.086
F2S4_170221_009_B01	Low Quality ALM L6 CT Cpa6	2.46183	0.78815	32.014801996888494	6.121	8.358
F2S4_161116_002_C01	Low Quality ALM L6 CT Cpa6	2.33774	1.218448	52.12076621010034	10.009	16.529
F2S4_161102_001_B01	Low Quality ALM L6 CT Cpa6	1.856911	0.585318	31.521058359824462	6.889	9.378
F2S4_161102_001_A01	Low Quality ALM L6 CT Cpa6	2.538367	0.566439	22.315094704587636	8.461	11.872
F2S4_160927_004_C01	Low Quality ALM L6 CT Cpa6	2.657723	0.407556	15.334780938419842	7.939	10.518
F2S4_160926_002_F01	Low Quality ALM L6 CT Cpa6	1.082948	0.815629	75.31561995589816	2.607	3.726
F2S4_160902_003_B01	Low Quality ALM L6 CT Cpa6	1.897876	0.889134	46.8488984527967	9.971	15.816
F2S4_160902_002_H01	Low Quality ALM L6 CT Cpa6	3.010491	0.640529	21.276562527507973	5.103	6.274
F2S4_160902_002_E01	Low Quality ALM L6 CT Cpa6	2.751085	1.030603	37.46169238682192	8.986	12.709
F2S4_160902_002_A01	Low Quality ALM L6 CT Cpa6	2.852797	0.928242	32.537961866897646	8.698	12.165
F2S4_160902_001_E01	Low Quality ALM L6 CT Cpa6	2.616952	1.071581	40.94767500512046	8.448	12.604
F2S4_160901_020_B01	Low Quality ALM L6 CT Cpa6	2.645874	1.290645	48.77953371929276	4.919	6.261
F2S4_160701_024_D01	Low Quality ALM L6 CT Cpa6	0.287104	0.213726	74.44201404369147	1.813	2.188
F2S4_160317_012_H01	Low Quality ALM L6 CT Cpa6	2.978754	1.719715	57.732696288448125	3.532	5.622
F2S4_160317_012_F01	Low Quality ALM L6 CT Cpa6	3.011551	1.250128	41.51110175454441	4.999	7.718
F2S4_160317_012_A01	Low Quality ALM L6 CT Cpa6	2.000602	0.911452	45.5588867750807	3.011	4.533
F2S4_171129_008_C01	Low Quality	1.179125	0.813502	68.99200678469204	9.475	16.603
F2S4_171129_008_B01	Low Quality	1.213598	0.974839	80.32635188917583	11.391	23.848
F2S4_171129_008_A01	Low Quality	1.142874	0.81092	70.95445342181202	10.204	19.131
F2S4_171129_004_G01	Low Quality	1.127191	0.909049	80.64729047694668	7.191	11.803
F2S4_171110_007_A01	Low Quality	1.244306	1.039759	83.56135870115551	11.548	23.752
F2S4_171030_001_A01	Low Quality	2.781636	2.348658	84.43441197913745	13.546	31.11
F2S4_170817_001_A01	Low Quality	1.469632	1.177002	80.08821255933458	11.925	24.317
F2S4_170511_002_D01	Low Quality	2.355017	2.044082	86.79691059554983	10.516	20.981
F2S4_170511_002_C01	Low Quality	2.417538	2.079694	86.02528688277081	10.925	21.074
F2S4_170511_002_A01	Low Quality	2.572965	2.208764	85.84508533928755	11.601	22.899
F2S4_170511_001_B01	Low Quality	2.879043	2.129243	73.95662378088832	10.059	17.774
F2S4_170412_002_A01	Low Quality	2.526628	1.930583	76.40946747997725	8.465	15.394
F2S4_160901_014_E01	Low Quality	2.8443	1.391095	48.90816721161621	5.975	9.238
F2S4_160901_013_F01	Low Quality	2.942193	2.452718	83.36359987261203	12.147	27.519
F2S4_160901_013_E01	Low Quality	3.138252	2.49966	79.65134731054103	7.497	12.421
F2S4_160901_012_B01	Low Quality	2.822736	1.61396	57.17715011251495	6.579	10.582
F2S4_160901_011_H01	Low Quality	2.913514	2.212792	75.94924891385453	8.615	14.65
F2S4_160901_005_F01	Low Quality	2.87807	2.077216	72.17392210752344	8.415	13.668
F2S4_160901_004_A01	Low Quality	3.170159	2.372756	74.84659286805488	12.033	23.701
F2S4_160901_003_H01	Low Quality	2.855295	2.169479	75.98090565072961	9.282	15.726
FYS4_171004_104_E01	Low Quality	1.424041	1.289288	90.5372808788511	9.35	18.714
FJS4_170405_012_C01	Low Quality	0.04007	0.00562	14.025455452957324	1.877	2.294
FJS4_170131_005_H01	Low Quality	0.132056	0.016997	12.871054704064944	2.013	2.429
FJS4_170130_001_B01	Low Quality	5.844053	4.845591	82.91490511807473	12.496	23.198
F2S4_180328_001_C01	Low Quality	0.504084	0.433446	85.98685933296831	11.026	23.061
F2S4_180328_001_B01	Low Quality	0.573089	0.501748	87.55149723690387	10.874	22.499
F2S4_180328_001_A01	Low Quality	0.575403	0.486383	84.52910394975348	9.66	19.064
F2S4_180312_011_C01	Low Quality	0.619483	0.530857	85.69355414111445	10.421	20.941
F2S4_180312_011_A01	Low Quality	0.766311	0.611701	79.82411840623456	10.073	20.164
F2S4_180312_010_A01	Low Quality	0.612577	0.519362	84.78313746680008	8.336	15.267
F2S4_180228_009_B01	Low Quality	0.619297	0.170845	27.586925174835336	5.593	7.632
F2S4_180226_001_A01	Low Quality	0.70172	0.541311	77.14059738927207	9.383	17.536
F2S4_180122_027_B01	Low Quality	1.000934	0.869642	86.88305123015104	10.881	22.085
F2S4_180122_025_G01	Low Quality	1.55029	1.353957	87.33572428384367	9.127	17.789
F2S4_180122_025_B01	Low Quality	1.414002	1.236963	87.47957923680447	7.344	13.164
F2S4_180122_022_A01	Low Quality	1.138564	0.969048	85.11142105318629	7.021	12.545
F2S4_180122_014_G01	Low Quality	1.30028	0.56086	43.13378656904667	7.371	13.255
F2S4_180122_014_F01	Low Quality	0.166961	0.010383	6.218817568174603	0.408	0.446
F2S4_180122_011_C01	Low Quality	1.071524	0.936808	87.4276264460712	9.637	19.552
F2S4_180110_065_G01	Low Quality	0.081472	0.004147	5.090092301649646	0.199	0.244
F2S4_180110_047_C01	Low Quality	1.269309	0.644147	50.74784784477223	11.409	22.51
F2S4_180110_043_D01	Low Quality	0.863245	0.395572	45.8238391186743	9.346	18.473
F2S4_180110_010_A01	Low Quality	1.191566	0.925286	77.65293739499114	10.725	22.102
F2S4_171220_001_H01	Low Quality	1.305299	0.687679	52.68363800171455	5.949	9.697
F2S4_171215_005_F01	Low Quality	1.254033	1.030423	82.16873080692454	10.406	20.927
F2S4_171215_003_G01	Low Quality	0.334317	0.158146	47.30420529018866	1.836	2.169
F2S4_171215_002_H01	Low Quality	0.737666	0.453053	61.41709120387817	1.661	2.098
F2S4_171215_002_F01	Low Quality	0.682308	0.3414	50.03605409873546	1.131	1.483
F2S4_171215_002_E01	Low Quality	0.300803	0.166534	55.363144649488206	0.839	0.987
F2S4_171215_002_C01	Low Quality	0.392147	0.179289	45.71984485409808	0.999	1.194
F2S4_171215_002_B01	Low Quality	0.239662	0.127077	53.023424656391086	0.952	1.116
F2S4_171215_002_A01	Low Quality	0.291602	0.137639	47.20097941715078	0.977	1.14
F2S4_171215_001_G01	Low Quality	0.503415	0.339683	67.47574069107993	1.452	1.884
F2S4_171215_001_E01	Low Quality	0.263621	0.142287	53.974076420315534	0.952	1.113
F2S4_171215_001_C01	Low Quality	0.364762	0.214415	58.78216480883426	1.195	1.454
F2S4_171215_001_B01	Low Quality	0.268392	0.12854	47.892634653789976	0.993	1.192
F2S4_171204_005_C01	Low Quality	0.844265	0.381941	45.23946865024607	9.874	16.849
F2S4_171204_005_A01	Low Quality	0.771534	0.479694	62.174058434236215	9.176	16.432
